shop,city,amount,ts
12,Mumbai,236.3,2024-05-16 20:33:00
15,Pune,523.52,2024-05-16 20:34:00
24,Delhi,503.82,2024-05-16 20:35:00
36,Delhi,557.78,2024-05-16 20:36:00
18,Mumbai,383.29,2024-05-16 20:37:00
25,Mumbai,754.06,2024-05-16 20:38:00
26,Delhi,658.27,2024-05-16 20:39:00
35,Delhi,387.98,2024-05-16 20:40:00
2,Mumbai,310.03,2024-05-16 20:41:00
0,Pune,713.19,2024-05-16 20:42:00
16,Mumbai,444.68,2024-05-16 20:43:00
14,Delhi,377.67,2024-05-16 20:44:00
22,Pune,546.6,2024-05-16 20:45:00
6,Mumbai,537.82,2024-05-16 20:46:00
16,Mumbai,473.08,2024-05-16 20:47:00
45,Delhi,405.47,2024-05-16 20:48:00
14,Pune,688.81,2024-05-16 20:49:00
5,Delhi,357.08,2024-05-16 20:50:00
20,Delhi,411.2,2024-05-16 20:51:00
26,Mumbai,621.24,2024-05-16 20:52:00
36,Delhi,560.13,2024-05-16 20:53:00
4,Pune,618.75,2024-05-16 20:54:00
48,Delhi,750.04,2024-05-16 20:55:00
22,Delhi,392.87,2024-05-16 20:56:00
35,Pune,292.5,2024-05-16 20:57:00
20,Pune,514.04,2024-05-16 20:58:00
44,Mumbai,573.16,2024-05-16 20:59:00
13,Pune,618.86,2024-05-16 21:00:00
16,Pune,591.24,2024-05-16 21:01:00
35,Pune,329.56,2024-05-16 21:02:00
14,Pune,334.12,2024-05-16 21:03:00
8,Delhi,524.3,2024-05-16 21:04:00
43,Delhi,405.74,2024-05-16 21:05:00
29,Pune,571.12,2024-05-16 21:06:00
20,Mumbai,457.94,2024-05-16 21:07:00
10,Delhi,653.78,2024-05-16 21:08:00
24,Delhi,358.21,2024-05-16 21:09:00
38,Mumbai,528.5,2024-05-16 21:10:00
47,Pune,674.23,2024-05-16 21:11:00
39,Pune,476.65,2024-05-16 21:12:00
7,Delhi,442.92,2024-05-16 21:13:00
5,Pune,627.64,2024-05-16 21:14:00
15,Delhi,426.74,2024-05-16 21:15:00
37,Delhi,337.5,2024-05-16 21:16:00
16,Mumbai,503.27,2024-05-16 21:17:00
26,Pune,695.02,2024-05-16 21:18:00
41,Delhi,676.55,2024-05-16 21:19:00
37,Pune,589.38,2024-05-16 21:20:00
6,Mumbai,656.16,2024-05-16 21:21:00
49,Delhi,485.67,2024-05-16 21:22:00
4,Delhi,562.49,2024-05-16 21:23:00
13,Mumbai,215.14,2024-05-16 21:24:00
46,Delhi,448.55,2024-05-16 21:25:00
12,Delhi,640.99,2024-05-16 21:26:00
19,Delhi,465.85,2024-05-16 21:27:00
48,Delhi,590.91,2024-05-16 21:28:00
29,Mumbai,408.75,2024-05-16 21:29:00
21,Mumbai,348.57,2024-05-16 21:30:00
32,Mumbai,581.62,2024-05-16 21:31:00
27,Pune,527.59,2024-05-16 21:32:00
14,Pune,565.64,2024-05-16 21:33:00
47,Mumbai,432.4,2024-05-16 21:34:00
31,Delhi,297.61,2024-05-16 21:35:00
26,Delhi,444.33,2024-05-16 21:36:00
9,Pune,809.75,2024-05-16 21:37:00
32,Mumbai,397.24,2024-05-16 21:38:00
33,Pune,731.9,2024-05-16 21:39:00
27,Mumbai,576.75,2024-05-16 21:40:00
43,Delhi,526.36,2024-05-16 21:41:00
25,Delhi,510.31,2024-05-16 21:42:00
4,Pune,546.35,2024-05-16 21:43:00
49,Pune,742.95,2024-05-16 21:44:00
34,Mumbai,664.61,2024-05-16 21:45:00
21,Delhi,380.12,2024-05-16 21:46:00
41,Delhi,385.1,2024-05-16 21:47:00
19,Mumbai,513.85,2024-05-16 21:48:00
40,Mumbai,561.16,2024-05-16 21:49:00
12,Pune,515.05,2024-05-16 21:50:00
13,Mumbai,594.66,2024-05-16 21:51:00
8,Delhi,516.76,2024-05-16 21:52:00
37,Pune,289.97,2024-05-16 21:53:00
32,Delhi,406.21,2024-05-16 21:54:00
30,Pune,532.24,2024-05-16 21:55:00
3,Mumbai,414.16,2024-05-16 21:56:00
13,Delhi,506.71,2024-05-16 21:57:00
41,Delhi,383.15,2024-05-16 21:58:00
20,Mumbai,708.05,2024-05-16 21:59:00
15,Pune,644.41,2024-05-16 22:00:00
19,Pune,343.3,2024-05-16 22:01:00
44,Pune,420.17,2024-05-16 22:02:00
35,Pune,514.27,2024-05-16 22:03:00
45,Delhi,667.38,2024-05-16 22:04:00
10,Pune,509.41,2024-05-16 22:05:00
46,Delhi,353.05,2024-05-16 22:06:00
34,Delhi,559.19,2024-05-16 22:07:00
47,Mumbai,440.97,2024-05-16 22:08:00
10,Pune,538.61,2024-05-16 22:09:00
9,Mumbai,647.71,2024-05-16 22:10:00
39,Mumbai,469.67,2024-05-16 22:11:00
9,Delhi,594.49,2024-05-16 22:12:00
34,Pune,439.03,2024-05-16 22:13:00
48,Mumbai,479.09,2024-05-16 22:14:00
18,Delhi,390.57,2024-05-16 22:15:00
38,Mumbai,746.1,2024-05-16 22:16:00
1,Delhi,436.44,2024-05-16 22:17:00
41,Pune,494.19,2024-05-16 22:18:00
47,Mumbai,570.01,2024-05-16 22:19:00
28,Mumbai,630.81,2024-05-16 22:20:00
13,Mumbai,602.77,2024-05-16 22:21:00
27,Mumbai,451.51,2024-05-16 22:22:00
32,Mumbai,489.13,2024-05-16 22:23:00
4,Mumbai,505.17,2024-05-16 22:24:00
29,Delhi,607.17,2024-05-16 22:25:00
30,Delhi,831.05,2024-05-16 22:26:00
46,Delhi,480.02,2024-05-16 22:27:00
14,Pune,537.25,2024-05-16 22:28:00
43,Delhi,444.17,2024-05-16 22:29:00
46,Delhi,369.72,2024-05-16 22:30:00
27,Mumbai,577.75,2024-05-16 22:31:00
27,Delhi,276.89,2024-05-16 22:32:00
10,Mumbai,600.0,2024-05-16 22:33:00
11,Delhi,656.07,2024-05-16 22:34:00
36,Pune,519.22,2024-05-16 22:35:00
48,Pune,454.68,2024-05-16 22:36:00
41,Pune,533.61,2024-05-16 22:37:00
5,Pune,412.33,2024-05-16 22:38:00
39,Mumbai,284.22,2024-05-16 22:39:00
21,Pune,650.85,2024-05-16 22:40:00
18,Delhi,554.27,2024-05-16 22:41:00
7,Pune,536.39,2024-05-16 22:42:00
1,Mumbai,682.98,2024-05-16 22:43:00
32,Mumbai,334.28,2024-05-16 22:44:00
36,Mumbai,408.01,2024-05-16 22:45:00
27,Delhi,423.98,2024-05-16 22:46:00
41,Mumbai,708.48,2024-05-16 22:47:00
38,Pune,490.66,2024-05-16 22:48:00
44,Pune,771.63,2024-05-16 22:49:00
27,Mumbai,455.03,2024-05-16 22:50:00
6,Delhi,295.92,2024-05-16 22:51:00
2,Pune,451.8,2024-05-16 22:52:00
21,Delhi,505.41,2024-05-16 22:53:00
19,Pune,395.55,2024-05-16 22:54:00
4,Delhi,478.59,2024-05-16 22:55:00
49,Pune,585.1,2024-05-16 22:56:00
20,Mumbai,526.47,2024-05-16 22:57:00
23,Pune,566.39,2024-05-16 22:58:00
9,Mumbai,480.42,2024-05-16 22:59:00
33,Delhi,414.87,2024-05-16 23:00:00
0,Mumbai,506.48,2024-05-16 23:01:00
19,Pune,354.71,2024-05-16 23:02:00
2,Mumbai,552.5,2024-05-16 23:03:00
24,Mumbai,738.84,2024-05-16 23:04:00
33,Pune,514.41,2024-05-16 23:05:00
15,Mumbai,673.67,2024-05-16 23:06:00
6,Pune,522.07,2024-05-16 23:07:00
46,Mumbai,325.09,2024-05-16 23:08:00
30,Pune,730.36,2024-05-16 23:09:00
9,Pune,547.05,2024-05-16 23:10:00
6,Pune,411.68,2024-05-16 23:11:00
0,Delhi,539.08,2024-05-16 23:12:00
6,Delhi,231.07,2024-05-16 23:13:00
23,Mumbai,559.58,2024-05-16 23:14:00
6,Pune,568.26,2024-05-16 23:15:00
18,Pune,292.65,2024-05-16 23:16:00
18,Delhi,643.35,2024-05-16 23:17:00
32,Mumbai,706.16,2024-05-16 23:18:00
42,Delhi,462.99,2024-05-16 23:19:00
5,Mumbai,478.2,2024-05-16 23:20:00
45,Pune,388.86,2024-05-16 23:21:00
20,Delhi,524.79,2024-05-16 23:22:00
0,Delhi,571.8,2024-05-16 23:23:00
38,Mumbai,468.22,2024-05-16 23:24:00
0,Delhi,467.62,2024-05-16 23:25:00
32,Delhi,451.33,2024-05-16 23:26:00
47,Delhi,597.61,2024-05-16 23:27:00
41,Mumbai,446.61,2024-05-16 23:28:00
0,Mumbai,507.43,2024-05-16 23:29:00
15,Pune,370.73,2024-05-16 23:30:00
21,Delhi,634.08,2024-05-16 23:31:00
49,Delhi,788.05,2024-05-16 23:32:00
8,Mumbai,556.33,2024-05-16 23:33:00
8,Pune,637.24,2024-05-16 23:34:00
36,Pune,350.81,2024-05-16 23:35:00
32,Delhi,548.81,2024-05-16 23:36:00
6,Pune,446.16,2024-05-16 23:37:00
46,Mumbai,457.6,2024-05-16 23:38:00
27,Pune,692.29,2024-05-16 23:39:00
3,Delhi,522.0,2024-05-16 23:40:00
35,Pune,564.46,2024-05-16 23:41:00
29,Mumbai,420.17,2024-05-16 23:42:00
11,Pune,583.0,2024-05-16 23:43:00
11,Mumbai,761.94,2024-05-16 23:44:00
40,Delhi,624.44,2024-05-16 23:45:00
10,Delhi,438.43,2024-05-16 23:46:00
19,Delhi,562.5,2024-05-16 23:47:00
9,Mumbai,506.07,2024-05-16 23:48:00
40,Mumbai,504.36,2024-05-16 23:49:00
34,Pune,527.44,2024-05-16 23:50:00
35,Mumbai,509.18,2024-05-16 23:51:00
4,Pune,396.1,2024-05-16 23:52:00
40,Mumbai,463.22,2024-05-16 23:53:00
32,Mumbai,357.0,2024-05-16 23:54:00
34,Mumbai,596.39,2024-05-16 23:55:00
31,Mumbai,541.61,2024-05-16 23:56:00
27,Mumbai,625.09,2024-05-16 23:57:00
34,Delhi,504.34,2024-05-16 23:58:00
38,Delhi,253.03,2024-05-16 23:59:00
20,Pune,496.86,2024-05-17 00:00:00
46,Mumbai,546.14,2024-05-17 00:01:00
13,Pune,496.64,2024-05-17 00:02:00
10,Pune,434.22,2024-05-17 00:03:00
35,Delhi,285.33,2024-05-17 00:04:00
17,Mumbai,735.12,2024-05-17 00:05:00
25,Pune,497.57,2024-05-17 00:06:00
25,Delhi,530.97,2024-05-17 00:07:00
29,Delhi,375.75,2024-05-17 00:08:00
48,Pune,573.24,2024-05-17 00:09:00
35,Mumbai,373.39,2024-05-17 00:10:00
11,Mumbai,614.2,2024-05-17 00:11:00
32,Mumbai,470.77,2024-05-17 00:12:00
21,Pune,307.85,2024-05-17 00:13:00
42,Mumbai,453.81,2024-05-17 00:14:00
29,Mumbai,255.92,2024-05-17 00:15:00
35,Mumbai,443.47,2024-05-17 00:16:00
11,Pune,509.86,2024-05-17 00:17:00
40,Mumbai,527.33,2024-05-17 00:18:00
9,Pune,534.74,2024-05-17 00:19:00
15,Delhi,578.32,2024-05-17 00:20:00
24,Mumbai,572.62,2024-05-17 00:21:00
39,Pune,333.08,2024-05-17 00:22:00
7,Pune,415.68,2024-05-17 00:23:00
17,Delhi,462.24,2024-05-17 00:24:00
5,Delhi,388.5,2024-05-17 00:25:00
46,Mumbai,518.95,2024-05-17 00:26:00
31,Pune,486.81,2024-05-17 00:27:00
9,Pune,471.97,2024-05-17 00:28:00
2,Pune,591.43,2024-05-17 00:29:00
30,Mumbai,535.37,2024-05-17 00:30:00
44,Pune,317.45,2024-05-17 00:31:00
33,Pune,806.04,2024-05-17 00:32:00
16,Mumbai,275.05,2024-05-17 00:33:00
24,Mumbai,666.61,2024-05-17 00:34:00
13,Mumbai,428.59,2024-05-17 00:35:00
9,Mumbai,645.94,2024-05-17 00:36:00
47,Mumbai,460.07,2024-05-17 00:37:00
7,Mumbai,457.42,2024-05-17 00:38:00
31,Delhi,281.58,2024-05-17 00:39:00
20,Delhi,508.58,2024-05-17 00:40:00
44,Mumbai,459.8,2024-05-17 00:41:00
43,Pune,592.55,2024-05-17 00:42:00
1,Delhi,302.17,2024-05-17 00:43:00
30,Pune,377.49,2024-05-17 00:44:00
31,Delhi,631.21,2024-05-17 00:45:00
41,Delhi,572.98,2024-05-17 00:46:00
20,Delhi,667.48,2024-05-17 00:47:00
16,Delhi,216.43,2024-05-17 00:48:00
25,Pune,531.63,2024-05-17 00:49:00
4,Delhi,372.09,2024-05-17 00:50:00
48,Mumbai,432.37,2024-05-17 00:51:00
30,Delhi,699.01,2024-05-17 00:52:00
2,Pune,409.24,2024-05-17 00:53:00
23,Mumbai,381.91,2024-05-17 00:54:00
8,Delhi,426.98,2024-05-17 00:55:00
35,Delhi,329.7,2024-05-17 00:56:00
27,Delhi,524.52,2024-05-17 00:57:00
19,Mumbai,745.98,2024-05-17 00:58:00
37,Pune,442.18,2024-05-17 00:59:00
9,Delhi,443.3,2024-05-17 01:00:00
4,Pune,578.48,2024-05-17 01:01:00
35,Pune,432.81,2024-05-17 01:02:00
23,Delhi,755.89,2024-05-17 01:03:00
5,Mumbai,523.83,2024-05-17 01:04:00
28,Mumbai,518.36,2024-05-17 01:05:00
28,Mumbai,540.68,2024-05-17 01:06:00
18,Pune,509.64,2024-05-17 01:07:00
15,Mumbai,551.11,2024-05-17 01:08:00
17,Mumbai,470.08,2024-05-17 01:09:00
49,Delhi,511.2,2024-05-17 01:10:00
41,Mumbai,507.8,2024-05-17 01:11:00
42,Pune,701.42,2024-05-17 01:12:00
33,Pune,396.29,2024-05-17 01:13:00
44,Mumbai,334.03,2024-05-17 01:14:00
42,Delhi,583.92,2024-05-17 01:15:00
16,Delhi,581.08,2024-05-17 01:16:00
17,Mumbai,372.09,2024-05-17 01:17:00
5,Pune,383.21,2024-05-17 01:18:00
26,Delhi,429.0,2024-05-17 01:19:00
23,Pune,366.33,2024-05-17 01:20:00
49,Delhi,461.45,2024-05-17 01:21:00
48,Delhi,498.14,2024-05-17 01:22:00
46,Mumbai,513.85,2024-05-17 01:23:00
49,Delhi,432.21,2024-05-17 01:24:00
48,Pune,558.71,2024-05-17 01:25:00
13,Delhi,499.49,2024-05-17 01:26:00
11,Pune,474.63,2024-05-17 01:27:00
0,Mumbai,548.83,2024-05-17 01:28:00
4,Delhi,394.99,2024-05-17 01:29:00
10,Delhi,607.28,2024-05-17 01:30:00
39,Mumbai,525.93,2024-05-17 01:31:00
47,Delhi,509.98,2024-05-17 01:32:00
7,Pune,480.64,2024-05-17 01:33:00
21,Mumbai,449.98,2024-05-17 01:34:00
41,Pune,475.93,2024-05-17 01:35:00
46,Pune,434.93,2024-05-17 01:36:00
45,Pune,332.67,2024-05-17 01:37:00
11,Delhi,432.39,2024-05-17 01:38:00
31,Pune,467.28,2024-05-17 01:39:00
26,Delhi,599.14,2024-05-17 01:40:00
7,Pune,494.6,2024-05-17 01:41:00
12,Mumbai,424.01,2024-05-17 01:42:00
18,Pune,597.09,2024-05-17 01:43:00
16,Pune,425.06,2024-05-17 01:44:00
31,Mumbai,263.33,2024-05-17 01:45:00
15,Mumbai,432.27,2024-05-17 01:46:00
9,Pune,638.34,2024-05-17 01:47:00
11,Mumbai,473.88,2024-05-17 01:48:00
29,Delhi,428.64,2024-05-17 01:49:00
19,Mumbai,543.43,2024-05-17 01:50:00
33,Delhi,320.2,2024-05-17 01:51:00
42,Pune,448.51,2024-05-17 01:52:00
22,Delhi,496.99,2024-05-17 01:53:00
44,Delhi,520.62,2024-05-17 01:54:00
48,Delhi,514.43,2024-05-17 01:55:00
35,Mumbai,476.76,2024-05-17 01:56:00
40,Delhi,557.72,2024-05-17 01:57:00
28,Pune,496.44,2024-05-17 01:58:00
26,Mumbai,510.04,2024-05-17 01:59:00
47,Delhi,384.31,2024-05-17 02:00:00
47,Delhi,589.57,2024-05-17 02:01:00
25,Pune,420.28,2024-05-17 02:02:00
32,Delhi,354.65,2024-05-17 02:03:00
8,Mumbai,533.2,2024-05-17 02:04:00
16,Mumbai,509.32,2024-05-17 02:05:00
26,Mumbai,501.54,2024-05-17 02:06:00
15,Mumbai,447.87,2024-05-17 02:07:00
22,Mumbai,598.83,2024-05-17 02:08:00
28,Mumbai,548.67,2024-05-17 02:09:00
3,Mumbai,552.15,2024-05-17 02:10:00
1,Pune,416.43,2024-05-17 02:11:00
28,Pune,567.67,2024-05-17 02:12:00
10,Delhi,486.11,2024-05-17 02:13:00
23,Delhi,519.83,2024-05-17 02:14:00
41,Delhi,444.47,2024-05-17 02:15:00
23,Pune,663.24,2024-05-17 02:16:00
30,Pune,402.65,2024-05-17 02:17:00
21,Mumbai,488.37,2024-05-17 02:18:00
6,Mumbai,303.74,2024-05-17 02:19:00
22,Delhi,577.95,2024-05-17 02:20:00
38,Delhi,451.64,2024-05-17 02:21:00
35,Delhi,569.83,2024-05-17 02:22:00
41,Pune,556.73,2024-05-17 02:23:00
38,Pune,429.57,2024-05-17 02:24:00
40,Pune,439.07,2024-05-17 02:25:00
35,Pune,456.72,2024-05-17 02:26:00
45,Mumbai,459.75,2024-05-17 02:27:00
20,Delhi,558.41,2024-05-17 02:28:00
32,Pune,561.36,2024-05-17 02:29:00
31,Mumbai,659.2,2024-05-17 02:30:00
30,Delhi,616.53,2024-05-17 02:31:00
3,Delhi,453.2,2024-05-17 02:32:00
0,Delhi,523.47,2024-05-17 02:33:00
31,Pune,665.96,2024-05-17 02:34:00
41,Delhi,465.03,2024-05-17 02:35:00
43,Delhi,620.3,2024-05-17 02:36:00
28,Delhi,578.11,2024-05-17 02:37:00
28,Mumbai,372.33,2024-05-17 02:38:00
27,Pune,428.03,2024-05-17 02:39:00
38,Mumbai,570.44,2024-05-17 02:40:00
20,Pune,422.3,2024-05-17 02:41:00
48,Mumbai,368.99,2024-05-17 02:42:00
29,Mumbai,479.68,2024-05-17 02:43:00
40,Pune,269.93,2024-05-17 02:44:00
36,Pune,536.34,2024-05-17 02:45:00
19,Mumbai,519.79,2024-05-17 02:46:00
24,Mumbai,254.4,2024-05-17 02:47:00
10,Pune,401.29,2024-05-17 02:48:00
35,Pune,341.01,2024-05-17 02:49:00
29,Mumbai,299.71,2024-05-17 02:50:00
28,Pune,586.7,2024-05-17 02:51:00
22,Delhi,574.4,2024-05-17 02:52:00
37,Mumbai,309.17,2024-05-17 02:53:00
24,Mumbai,343.89,2024-05-17 02:54:00
17,Pune,388.91,2024-05-17 02:55:00
45,Mumbai,611.79,2024-05-17 02:56:00
26,Delhi,581.26,2024-05-17 02:57:00
14,Delhi,471.32,2024-05-17 02:58:00
49,Pune,459.51,2024-05-17 02:59:00
31,Delhi,523.19,2024-05-17 03:00:00
44,Mumbai,219.7,2024-05-17 03:01:00
0,Delhi,605.17,2024-05-17 03:02:00
47,Delhi,549.7,2024-05-17 03:03:00
43,Pune,521.84,2024-05-17 03:04:00
24,Pune,694.84,2024-05-17 03:05:00
27,Mumbai,457.01,2024-05-17 03:06:00
8,Delhi,557.48,2024-05-17 03:07:00
45,Delhi,591.3,2024-05-17 03:08:00
21,Pune,447.09,2024-05-17 03:09:00
46,Pune,270.68,2024-05-17 03:10:00
15,Pune,267.59,2024-05-17 03:11:00
12,Mumbai,406.79,2024-05-17 03:12:00
25,Delhi,603.58,2024-05-17 03:13:00
28,Pune,476.67,2024-05-17 03:14:00
48,Pune,372.3,2024-05-17 03:15:00
12,Delhi,294.53,2024-05-17 03:16:00
39,Mumbai,656.82,2024-05-17 03:17:00
10,Pune,687.92,2024-05-17 03:18:00
10,Pune,458.87,2024-05-17 03:19:00
33,Delhi,704.74,2024-05-17 03:20:00
33,Pune,331.17,2024-05-17 03:21:00
33,Pune,471.5,2024-05-17 03:22:00
3,Delhi,820.04,2024-05-17 03:23:00
29,Pune,491.11,2024-05-17 03:24:00
37,Pune,540.52,2024-05-17 03:25:00
49,Delhi,454.05,2024-05-17 03:26:00
2,Delhi,691.8,2024-05-17 03:27:00
3,Pune,253.75,2024-05-17 03:28:00
37,Pune,673.4,2024-05-17 03:29:00
40,Delhi,528.34,2024-05-17 03:30:00
2,Delhi,549.24,2024-05-17 03:31:00
26,Delhi,638.83,2024-05-17 03:32:00
23,Mumbai,451.73,2024-05-17 03:33:00
18,Delhi,656.38,2024-05-17 03:34:00
3,Delhi,512.69,2024-05-17 03:35:00
32,Pune,336.99,2024-05-17 03:36:00
17,Pune,646.19,2024-05-17 03:37:00
1,Mumbai,640.0,2024-05-17 03:38:00
30,Pune,505.59,2024-05-17 03:39:00
46,Delhi,496.96,2024-05-17 03:40:00
12,Pune,687.64,2024-05-17 03:41:00
13,Delhi,738.39,2024-05-17 03:42:00
8,Mumbai,515.19,2024-05-17 03:43:00
31,Delhi,505.66,2024-05-17 03:44:00
41,Pune,554.88,2024-05-17 03:45:00
14,Mumbai,631.14,2024-05-17 03:46:00
15,Delhi,567.64,2024-05-17 03:47:00
28,Delhi,620.0,2024-05-17 03:48:00
0,Pune,448.15,2024-05-17 03:49:00
24,Mumbai,878.46,2024-05-17 03:50:00
32,Delhi,424.82,2024-05-17 03:51:00
22,Delhi,602.3,2024-05-17 03:52:00
26,Mumbai,563.73,2024-05-17 03:53:00
1,Mumbai,562.05,2024-05-17 03:54:00
31,Pune,457.13,2024-05-17 03:55:00
41,Pune,400.98,2024-05-17 03:56:00
35,Delhi,416.85,2024-05-17 03:57:00
45,Mumbai,325.04,2024-05-17 03:58:00
26,Delhi,603.71,2024-05-17 03:59:00
27,Mumbai,622.88,2024-05-17 04:00:00
15,Mumbai,393.18,2024-05-17 04:01:00
9,Pune,649.29,2024-05-17 04:02:00
33,Pune,501.3,2024-05-17 04:03:00
48,Mumbai,711.4,2024-05-17 04:04:00
8,Delhi,342.77,2024-05-17 04:05:00
0,Mumbai,409.78,2024-05-17 04:06:00
2,Delhi,506.54,2024-05-17 04:07:00
47,Delhi,742.48,2024-05-17 04:08:00
37,Delhi,344.37,2024-05-17 04:09:00
44,Mumbai,458.08,2024-05-17 04:10:00
38,Pune,368.27,2024-05-17 04:11:00
36,Mumbai,535.31,2024-05-17 04:12:00
15,Pune,477.26,2024-05-17 04:13:00
31,Pune,501.28,2024-05-17 04:14:00
47,Pune,654.94,2024-05-17 04:15:00
4,Pune,549.1,2024-05-17 04:16:00
33,Delhi,571.45,2024-05-17 04:17:00
17,Mumbai,495.5,2024-05-17 04:18:00
22,Delhi,662.68,2024-05-17 04:19:00
21,Delhi,359.63,2024-05-17 04:20:00
16,Mumbai,317.34,2024-05-17 04:21:00
47,Mumbai,597.17,2024-05-17 04:22:00
46,Mumbai,639.2,2024-05-17 04:23:00
19,Mumbai,605.88,2024-05-17 04:24:00
45,Mumbai,585.17,2024-05-17 04:25:00
25,Pune,558.15,2024-05-17 04:26:00
46,Mumbai,525.41,2024-05-17 04:27:00
28,Mumbai,543.25,2024-05-17 04:28:00
40,Delhi,347.57,2024-05-17 04:29:00
32,Mumbai,782.85,2024-05-17 04:30:00
22,Delhi,626.64,2024-05-17 04:31:00
41,Mumbai,505.07,2024-05-17 04:32:00
45,Delhi,424.74,2024-05-17 04:33:00
12,Mumbai,253.64,2024-05-17 04:34:00
46,Mumbai,716.11,2024-05-17 04:35:00
26,Mumbai,420.56,2024-05-17 04:36:00
1,Pune,368.51,2024-05-17 04:37:00
41,Delhi,408.25,2024-05-17 04:38:00
36,Delhi,413.3,2024-05-17 04:39:00
39,Mumbai,629.75,2024-05-17 04:40:00
31,Mumbai,315.53,2024-05-17 04:41:00
6,Mumbai,471.45,2024-05-17 04:42:00
16,Pune,466.97,2024-05-17 04:43:00
18,Delhi,383.58,2024-05-17 04:44:00
14,Pune,610.09,2024-05-17 04:45:00
7,Pune,595.65,2024-05-17 04:46:00
43,Mumbai,84.26,2024-05-17 04:47:00
25,Delhi,352.44,2024-05-17 04:48:00
20,Pune,603.01,2024-05-17 04:49:00
40,Mumbai,382.36,2024-05-17 04:50:00
37,Pune,265.21,2024-05-17 04:51:00
13,Mumbai,660.96,2024-05-17 04:52:00
12,Delhi,547.1,2024-05-17 04:53:00
7,Delhi,577.16,2024-05-17 04:54:00
16,Delhi,289.21,2024-05-17 04:55:00
38,Mumbai,502.57,2024-05-17 04:56:00
0,Pune,658.84,2024-05-17 04:57:00
12,Delhi,465.29,2024-05-17 04:58:00
44,Pune,449.62,2024-05-17 04:59:00
30,Delhi,642.48,2024-05-17 05:00:00
38,Delhi,731.47,2024-05-17 05:01:00
20,Delhi,575.8,2024-05-17 05:02:00
27,Mumbai,628.25,2024-05-17 05:03:00
33,Delhi,534.99,2024-05-17 05:04:00
27,Delhi,395.06,2024-05-17 05:05:00
8,Delhi,337.12,2024-05-17 05:06:00
17,Delhi,648.81,2024-05-17 05:07:00
43,Pune,403.52,2024-05-17 05:08:00
28,Mumbai,261.36,2024-05-17 05:09:00
22,Mumbai,371.14,2024-05-17 05:10:00
40,Delhi,758.22,2024-05-17 05:11:00
5,Delhi,457.17,2024-05-17 05:12:00
16,Mumbai,410.93,2024-05-17 05:13:00
27,Delhi,478.91,2024-05-17 05:14:00
40,Delhi,603.66,2024-05-17 05:15:00
34,Pune,455.71,2024-05-17 05:16:00
47,Delhi,541.21,2024-05-17 05:17:00
47,Pune,712.82,2024-05-17 05:18:00
33,Delhi,395.16,2024-05-17 05:19:00
0,Pune,357.1,2024-05-17 05:20:00
28,Delhi,464.65,2024-05-17 05:21:00
17,Pune,564.13,2024-05-17 05:22:00
2,Pune,485.24,2024-05-17 05:23:00
38,Pune,571.84,2024-05-17 05:24:00
46,Pune,571.97,2024-05-17 05:25:00
40,Mumbai,481.55,2024-05-17 05:26:00
36,Pune,578.6,2024-05-17 05:27:00
23,Delhi,275.52,2024-05-17 05:28:00
41,Delhi,466.85,2024-05-17 05:29:00
42,Delhi,486.19,2024-05-17 05:30:00
4,Mumbai,624.23,2024-05-17 05:31:00
42,Pune,498.01,2024-05-17 05:32:00
40,Delhi,311.42,2024-05-17 05:33:00
16,Pune,400.13,2024-05-17 05:34:00
42,Pune,351.7,2024-05-17 05:35:00
8,Pune,579.02,2024-05-17 05:36:00
39,Pune,552.14,2024-05-17 05:37:00
27,Delhi,408.01,2024-05-17 05:38:00
22,Mumbai,528.59,2024-05-17 05:39:00
21,Delhi,510.92,2024-05-17 05:40:00
11,Delhi,498.13,2024-05-17 05:41:00
37,Delhi,505.18,2024-05-17 05:42:00
40,Pune,518.69,2024-05-17 05:43:00
27,Delhi,475.49,2024-05-17 05:44:00
5,Delhi,680.62,2024-05-17 05:45:00
49,Pune,592.84,2024-05-17 05:46:00
29,Delhi,393.43,2024-05-17 05:47:00
5,Pune,495.94,2024-05-17 05:48:00
20,Delhi,451.41,2024-05-17 05:49:00
40,Mumbai,675.86,2024-05-17 05:50:00
36,Mumbai,466.34,2024-05-17 05:51:00
4,Delhi,589.61,2024-05-17 05:52:00
30,Mumbai,523.47,2024-05-17 05:53:00
4,Pune,365.32,2024-05-17 05:54:00
34,Delhi,424.58,2024-05-17 05:55:00
10,Delhi,413.04,2024-05-17 05:56:00
40,Pune,599.11,2024-05-17 05:57:00
15,Mumbai,365.0,2024-05-17 05:58:00
41,Mumbai,544.62,2024-05-17 05:59:00
37,Delhi,621.28,2024-05-17 06:00:00
12,Pune,547.81,2024-05-17 06:01:00
20,Pune,286.7,2024-05-17 06:02:00
2,Pune,600.58,2024-05-17 06:03:00
2,Delhi,671.73,2024-05-17 06:04:00
29,Delhi,756.26,2024-05-17 06:05:00
45,Mumbai,497.36,2024-05-17 06:06:00
20,Mumbai,542.26,2024-05-17 06:07:00
14,Mumbai,356.79,2024-05-17 06:08:00
28,Delhi,285.14,2024-05-17 06:09:00
4,Delhi,517.5,2024-05-17 06:10:00
28,Pune,480.01,2024-05-17 06:11:00
2,Mumbai,403.97,2024-05-17 06:12:00
10,Mumbai,586.96,2024-05-17 06:13:00
35,Mumbai,638.24,2024-05-17 06:14:00
