server,status,response_ms
10.0.0.3,200,53.47
10.0.0.6,200,17.88
10.0.0.6,200,197.81
10.0.0.6,200,125.46
10.0.0.6,200,34.87
10.0.0.6,200,114.16
10.0.0.6,200,34.82
10.0.0.6,200,58.48
10.0.0.6,404,22.21
10.0.0.2,200,75.27
10.0.0.4,200,141.82
10.0.0.6,200,86.72
10.0.0.6,200,89.17
10.0.0.3,200,43.88
10.0.0.4,200,70.16
10.0.0.1,200,91.31
10.0.0.1,200,24.13
10.0.0.4,200,16.95
10.0.0.1,200,79.83
10.0.0.2,200,98.17
10.0.0.6,200,75.79
10.0.0.3,200,162.3
10.0.0.5,200,12.07
10.0.0.6,200,100.56
10.0.0.6,200,77.65
10.0.0.6,200,29.71
10.0.0.6,200,31.4
10.0.0.6,200,16.69
10.0.0.6,200,33.01
10.0.0.6,200,45.19
10.0.0.6,200,61.91
10.0.0.2,404,53.37
10.0.0.6,200,116.48
10.0.0.5,200,95.68
10.0.0.5,200,109.84
10.0.0.6,200,15.84
10.0.0.6,200,145.84
10.0.0.2,500,42.68
10.0.0.6,200,48.47
10.0.0.2,200,47.93
10.0.0.1,200,35.45
10.0.0.6,200,3.99
10.0.0.6,200,11.1
10.0.0.4,200,125.37
10.0.0.6,200,61.3
10.0.0.5,200,43.38
10.0.0.6,200,130.94
10.0.0.1,200,49.8
10.0.0.6,503,51.43
10.0.0.6,200,138.13
10.0.0.4,200,39.86
10.0.0.6,200,50.99
10.0.0.6,404,80.37
10.0.0.4,200,99.14
10.0.0.1,200,74.71
10.0.0.4,200,51.83
10.0.0.6,200,96.01
10.0.0.4,200,80.02
10.0.0.4,200,93.33
10.0.0.6,200,8.89
10.0.0.6,404,52.86
10.0.0.6,404,65.25
10.0.0.6,404,42.06
10.0.0.6,200,65.64
10.0.0.6,200,83.77
10.0.0.6,200,166.37
10.0.0.6,200,91.98
10.0.0.6,200,32.05
10.0.0.2,200,176.87
10.0.0.6,200,21.34
10.0.0.6,200,31.8
10.0.0.6,200,62.48
10.0.0.5,200,97.06
10.0.0.2,200,67.7
10.0.0.3,200,23.7
10.0.0.2,200,250.3
10.0.0.6,200,137.66
10.0.0.6,200,57.09
10.0.0.6,200,244.79
10.0.0.5,200,10.25
10.0.0.1,200,147.28
10.0.0.5,200,120.13
10.0.0.6,200,77.63
10.0.0.6,200,117.71
10.0.0.6,200,55.1
10.0.0.6,200,78.22
10.0.0.4,200,232.84
10.0.0.6,200,26.54
10.0.0.6,503,50.58
10.0.0.6,200,24.88
10.0.0.2,200,110.74
10.0.0.6,200,99.08
10.0.0.4,200,140.91
10.0.0.6,200,45.02
10.0.0.5,200,49.76
10.0.0.6,200,35.96
10.0.0.6,200,19.04
10.0.0.6,200,78.05
10.0.0.6,200,44.66
10.0.0.5,200,187.86
10.0.0.6,200,56.57
10.0.0.2,200,85.05
10.0.0.6,200,12.91
10.0.0.6,200,33.47
10.0.0.6,200,107.39
10.0.0.4,200,10.77
10.0.0.3,200,50.02
10.0.0.5,200,72.31
10.0.0.4,503,118.85
10.0.0.3,200,57.83
10.0.0.4,200,71.83
10.0.0.6,200,44.84
10.0.0.3,200,194.68
10.0.0.5,200,57.01
10.0.0.1,500,80.51
10.0.0.6,200,156.13
10.0.0.3,200,132.31
10.0.0.6,200,18.93
10.0.0.6,200,84.95
10.0.0.1,200,53.92
10.0.0.6,200,24.71
10.0.0.5,200,124.75
10.0.0.6,200,55.5
10.0.0.3,200,52.47
10.0.0.3,200,38.85
10.0.0.6,200,97.04
10.0.0.6,200,126.27
10.0.0.1,200,319.63
10.0.0.6,200,73.22
10.0.0.3,200,50.53
10.0.0.2,404,58.1
10.0.0.1,200,110.53
10.0.0.6,200,68.23
10.0.0.4,500,207.3
10.0.0.6,200,48.42
10.0.0.3,200,143.44
10.0.0.4,200,43.51
10.0.0.1,500,132.91
10.0.0.4,200,39.81
10.0.0.2,200,23.82
10.0.0.6,200,23.67
10.0.0.5,200,143.12
10.0.0.2,200,60.27
10.0.0.6,200,72.75
10.0.0.5,200,51.26
10.0.0.6,200,30.88
10.0.0.6,200,50.01
10.0.0.6,200,31.39
10.0.0.3,200,19.47
10.0.0.6,500,84.98
10.0.0.6,500,42.61
10.0.0.6,200,33.57
10.0.0.6,200,114.65
10.0.0.6,200,63.68
10.0.0.1,200,5.27
10.0.0.5,200,103.74
10.0.0.5,200,127.9
10.0.0.6,200,188.01
10.0.0.6,200,54.17
10.0.0.1,200,113.87
10.0.0.6,200,105.04
10.0.0.6,200,175.64
10.0.0.1,200,60.75
10.0.0.6,200,8.81
10.0.0.6,200,180.7
10.0.0.2,500,92.99
10.0.0.5,500,110.92
10.0.0.6,500,183.73
10.0.0.3,200,142.07
10.0.0.6,200,131.79
10.0.0.1,200,64.21
10.0.0.6,200,141.82
10.0.0.6,200,116.24
10.0.0.6,200,230.85
10.0.0.1,200,90.89
10.0.0.4,200,36.21
10.0.0.6,200,142.93
10.0.0.5,200,87.57
10.0.0.5,200,5.58
10.0.0.5,200,115.51
10.0.0.6,200,64.66
10.0.0.1,200,161.13
10.0.0.5,200,94.18
10.0.0.4,200,92.18
10.0.0.1,200,57.78
10.0.0.4,200,110.23
10.0.0.5,200,125.78
10.0.0.4,404,32.22
10.0.0.2,200,46.61
10.0.0.5,200,26.81
10.0.0.3,200,24.99
10.0.0.6,200,38.09
10.0.0.1,200,90.92
10.0.0.1,200,272.85
10.0.0.3,200,147.15
10.0.0.6,500,89.71
10.0.0.6,200,74.67
10.0.0.3,200,32.4
10.0.0.4,500,121.5
10.0.0.5,200,96.87
10.0.0.4,200,60.85
10.0.0.5,200,36.79
10.0.0.6,200,51.86
10.0.0.1,200,31.03
10.0.0.6,200,114.88
10.0.0.1,200,6.22
10.0.0.6,200,93.05
10.0.0.1,200,99.55
10.0.0.6,200,35.55
10.0.0.6,200,81.46
10.0.0.5,503,112.51
10.0.0.6,200,111.15
10.0.0.1,200,59.07
10.0.0.5,200,21.34
10.0.0.1,200,77.56
10.0.0.5,200,80.87
10.0.0.6,200,184.76
10.0.0.6,200,167.9
10.0.0.6,200,68.72
10.0.0.6,200,75.75
10.0.0.4,200,11.87
10.0.0.1,200,104.25
10.0.0.2,200,51.75
10.0.0.5,200,120.59
10.0.0.2,200,66.9
10.0.0.4,200,110.67
10.0.0.6,200,63.29
10.0.0.6,200,52.05
10.0.0.6,200,260.19
10.0.0.4,503,144.22
10.0.0.6,200,31.6
10.0.0.6,200,80.44
10.0.0.6,200,63.76
10.0.0.4,200,308.87
10.0.0.2,200,32.37
10.0.0.1,200,4.72
10.0.0.6,200,106.17
10.0.0.6,200,2.38
10.0.0.6,200,168.45
10.0.0.3,200,29.46
10.0.0.1,200,101.75
10.0.0.5,200,44.12
10.0.0.6,200,92.06
10.0.0.5,200,59.9
10.0.0.6,500,67.52
10.0.0.6,200,66.59
10.0.0.6,200,42.57
10.0.0.3,200,90.43
10.0.0.6,200,131.02
10.0.0.3,200,43.87
10.0.0.6,200,126.71
10.0.0.2,200,34.46
10.0.0.6,200,101.08
10.0.0.5,200,38.98
10.0.0.6,200,99.3
10.0.0.4,200,84.34
10.0.0.6,200,74.88
10.0.0.5,200,92.11
10.0.0.5,200,65.96
10.0.0.5,200,88.09
10.0.0.6,200,10.3
10.0.0.2,200,166.55
10.0.0.2,200,159.49
10.0.0.6,200,81.22
10.0.0.6,200,26.43
10.0.0.6,200,71.11
10.0.0.1,200,173.96
10.0.0.6,404,106.96
10.0.0.6,200,129.69
10.0.0.3,200,49.33
10.0.0.1,200,68.09
10.0.0.6,404,22.91
10.0.0.5,200,25.06
10.0.0.2,200,345.14
10.0.0.6,200,27.84
10.0.0.4,200,69.73
10.0.0.1,200,77.9
10.0.0.6,200,27.96
10.0.0.4,200,74.22
10.0.0.3,200,75.11
10.0.0.6,200,172.22
10.0.0.3,500,20.04
10.0.0.5,200,69.08
10.0.0.5,404,2.57
10.0.0.4,200,104.01
10.0.0.5,200,47.21
10.0.0.5,200,72.14
10.0.0.3,200,34.48
10.0.0.6,200,24.5
10.0.0.3,200,80.01
10.0.0.2,200,66.67
10.0.0.1,200,30.22
10.0.0.3,200,34.93
10.0.0.6,200,88.95
10.0.0.6,200,49.91
10.0.0.6,200,5.57
10.0.0.6,200,117.18
10.0.0.6,200,26.14
10.0.0.3,200,81.2
10.0.0.6,200,31.22
10.0.0.3,200,129.68
10.0.0.4,200,40.72
10.0.0.4,200,75.78
10.0.0.3,200,83.42
10.0.0.4,200,9.86
10.0.0.4,200,11.87
10.0.0.5,200,72.9
10.0.0.3,200,208.41
10.0.0.2,200,97.42
10.0.0.4,200,34.6
10.0.0.4,200,89.41
10.0.0.1,200,12.82
10.0.0.4,200,123.63
10.0.0.2,200,98.5
10.0.0.6,200,92.71
10.0.0.6,200,46.9
10.0.0.2,200,121.24
10.0.0.6,200,20.94
10.0.0.6,200,48.73
10.0.0.6,200,106.29
10.0.0.6,200,94.77
10.0.0.3,404,17.63
10.0.0.6,200,21.97
10.0.0.6,200,4.34
10.0.0.6,200,111.68
10.0.0.4,200,65.91
10.0.0.2,200,120.81
10.0.0.1,200,24.67
10.0.0.6,200,31.48
10.0.0.6,200,119.3
10.0.0.5,200,125.17
10.0.0.6,200,47.34
10.0.0.6,200,130.86
10.0.0.2,200,57.08
10.0.0.6,200,34.96
10.0.0.6,200,44.49
10.0.0.6,200,71.68
10.0.0.6,200,73.67
10.0.0.3,200,192.69
10.0.0.6,200,123.18
10.0.0.1,200,71.98
10.0.0.3,200,40.07
10.0.0.6,200,36.17
10.0.0.4,200,48.67
10.0.0.6,500,97.05
10.0.0.4,200,149.43
10.0.0.2,200,189.9
10.0.0.5,200,119.11
10.0.0.4,200,88.33
10.0.0.3,200,30.8
10.0.0.2,200,44.83
10.0.0.6,503,34.59
10.0.0.5,200,70.09
10.0.0.2,404,5.27
10.0.0.6,200,37.17
10.0.0.6,200,21.33
10.0.0.6,200,52.95
10.0.0.6,200,61.47
10.0.0.3,200,37.22
10.0.0.2,200,124.62
10.0.0.2,200,117.58
10.0.0.1,200,59.73
10.0.0.6,200,60.34
10.0.0.6,200,64.5
10.0.0.6,200,9.31
10.0.0.1,200,146.07
10.0.0.6,200,73.19
10.0.0.6,200,36.65
10.0.0.6,200,51.7
10.0.0.6,200,40.52
10.0.0.3,200,19.38
10.0.0.5,200,83.52
10.0.0.6,200,110.52
10.0.0.4,200,151.58
10.0.0.5,200,58.54
10.0.0.6,200,87.09
10.0.0.6,200,63.13
10.0.0.1,200,156.15
10.0.0.2,200,36.68
10.0.0.4,200,66.06
10.0.0.6,200,34.49
10.0.0.6,200,99.09
10.0.0.6,200,77.31
10.0.0.1,200,120.67
10.0.0.4,200,91.51
10.0.0.4,200,130.9
10.0.0.3,200,84.77
10.0.0.6,200,149.39
10.0.0.2,200,19.34
10.0.0.6,200,22.78
10.0.0.6,200,86.48
10.0.0.2,200,119.17
10.0.0.6,200,39.66
10.0.0.5,200,131.59
10.0.0.6,200,93.84
10.0.0.6,200,18.18
10.0.0.6,200,42.23
10.0.0.5,200,155.77
10.0.0.6,200,83.32
10.0.0.6,200,211.98
10.0.0.2,200,59.08
10.0.0.5,200,15.19
10.0.0.2,200,202.72
10.0.0.6,200,99.4
10.0.0.1,200,79.86
10.0.0.1,200,65.93
10.0.0.6,200,44.71
10.0.0.6,200,126.72
10.0.0.6,200,167.58
10.0.0.6,503,72.08
10.0.0.6,200,45.4
10.0.0.2,200,113.69
10.0.0.6,200,12.58
10.0.0.1,200,108.8
10.0.0.6,200,116.88
10.0.0.6,200,111.08
10.0.0.4,200,89.13
10.0.0.1,200,21.17
10.0.0.6,200,66.34
10.0.0.5,200,81.72
10.0.0.6,200,3.02
10.0.0.6,200,113.23
10.0.0.4,200,16.63
10.0.0.3,200,14.42
10.0.0.3,200,104.28
10.0.0.4,200,68.49
10.0.0.4,200,15.59
10.0.0.1,200,129.96
10.0.0.6,200,89.99
10.0.0.6,200,22.04
10.0.0.3,200,63.67
10.0.0.6,200,66.78
10.0.0.6,200,125.39
10.0.0.6,200,58.89
10.0.0.6,200,10.9
10.0.0.6,200,295.52
10.0.0.6,200,116.39
10.0.0.6,200,109.75
10.0.0.6,200,52.52
10.0.0.3,200,186.99
10.0.0.6,200,24.75
10.0.0.6,200,26.75
10.0.0.1,200,83.22
10.0.0.6,500,151.58
10.0.0.6,200,49.6
10.0.0.6,200,35.13
10.0.0.3,200,23.84
10.0.0.1,200,46.76
10.0.0.6,200,7.69
10.0.0.3,200,40.39
10.0.0.2,404,89.08
10.0.0.6,200,53.81
10.0.0.6,200,45.33
10.0.0.6,200,30.86
10.0.0.6,200,26.73
10.0.0.6,200,111.48
10.0.0.2,200,113.66
10.0.0.6,200,54.77
10.0.0.6,200,134.19
10.0.0.5,200,120.7
10.0.0.4,200,94.4
10.0.0.1,200,36.19
10.0.0.4,200,109.29
10.0.0.3,200,77.97
10.0.0.6,200,121.15
10.0.0.1,404,28.19
10.0.0.4,200,104.93
10.0.0.2,200,98.64
10.0.0.3,200,16.04
10.0.0.6,200,29.89
10.0.0.6,200,98.3
10.0.0.6,200,86.85
10.0.0.6,200,107.8
10.0.0.6,200,110.63
10.0.0.6,200,107.84
10.0.0.2,200,76.9
10.0.0.5,200,124.38
10.0.0.1,200,106.42
10.0.0.6,200,89.23
10.0.0.6,404,62.31
10.0.0.6,200,64.88
10.0.0.6,200,50.88
10.0.0.6,200,3.32
10.0.0.6,200,54.47
10.0.0.1,200,143.92
10.0.0.6,200,75.27
10.0.0.6,200,251.06
10.0.0.2,200,53.88
10.0.0.1,404,35.83
10.0.0.6,503,15.63
10.0.0.6,200,68.32
10.0.0.1,200,109.24
10.0.0.6,200,71.82
10.0.0.4,500,53.06
10.0.0.4,200,86.82
10.0.0.4,503,21.35
10.0.0.5,200,72.44
10.0.0.4,200,124.54
10.0.0.6,200,9.03
10.0.0.3,200,41.81
10.0.0.4,200,152.59
10.0.0.6,200,84.95
10.0.0.6,200,70.02
10.0.0.6,500,127.48
10.0.0.5,404,85.34
10.0.0.6,200,59.39
10.0.0.2,200,45.8
10.0.0.3,200,79.97
10.0.0.6,200,135.69
10.0.0.5,404,88.8
10.0.0.2,200,132.65
10.0.0.6,200,66.6
10.0.0.5,200,207.88
10.0.0.6,200,11.54
10.0.0.6,200,70.72
10.0.0.2,500,101.09
10.0.0.2,200,36.38
10.0.0.5,200,87.66
10.0.0.6,200,95.98
10.0.0.3,200,53.33
10.0.0.3,200,85.87
10.0.0.4,200,25.45
10.0.0.3,200,60.21
10.0.0.2,200,92.88
10.0.0.6,200,54.66
10.0.0.6,200,52.08
10.0.0.5,200,73.75
10.0.0.6,200,4.99
10.0.0.3,200,35.31
10.0.0.6,200,16.08
10.0.0.6,200,114.2
10.0.0.6,200,102.13
10.0.0.2,200,25.49
10.0.0.6,200,31.76
10.0.0.6,200,30.34
10.0.0.6,404,89.19
10.0.0.6,200,42.87
10.0.0.6,200,100.5
10.0.0.3,200,43.11
10.0.0.5,200,112.87
10.0.0.5,200,71.87
10.0.0.6,200,25.42
10.0.0.2,200,15.9
10.0.0.4,200,37.91
10.0.0.6,200,321.6
10.0.0.6,200,25.95
10.0.0.6,200,91.42
10.0.0.3,200,100.09
10.0.0.5,200,108.88
10.0.0.3,500,4.67
10.0.0.6,200,85.11
10.0.0.5,200,70.24
10.0.0.6,200,88.83
10.0.0.6,404,145.17
10.0.0.6,200,131.15
10.0.0.1,200,66.91
10.0.0.6,200,14.63
10.0.0.3,500,46.32
10.0.0.3,200,12.41
10.0.0.4,200,132.44
10.0.0.6,200,19.69
10.0.0.6,200,65.68
10.0.0.6,500,68.28
10.0.0.6,200,85.28
10.0.0.3,200,150.62
10.0.0.2,200,73.59
10.0.0.4,200,95.42
10.0.0.5,500,84.44
10.0.0.6,200,232.18
10.0.0.5,200,63.37
10.0.0.6,200,63.6
10.0.0.3,200,30.3
10.0.0.6,200,49.01
10.0.0.6,200,68.53
10.0.0.6,200,179.38
10.0.0.6,200,247.95
10.0.0.6,200,85.03
10.0.0.6,200,7.6
10.0.0.3,500,76.1
10.0.0.2,200,31.74
10.0.0.3,200,89.01
10.0.0.2,200,38.7
10.0.0.6,503,33.24
10.0.0.6,200,39.63
10.0.0.6,200,72.16
10.0.0.6,200,35.37
10.0.0.2,200,44.32
10.0.0.3,200,97.67
10.0.0.1,200,143.46
10.0.0.3,200,190.87
10.0.0.1,200,129.53
10.0.0.2,200,31.4
10.0.0.1,200,30.85
10.0.0.2,200,36.63
10.0.0.6,200,82.95
10.0.0.2,200,68.18
10.0.0.4,503,72.14
10.0.0.6,200,52.16
10.0.0.6,200,116.42
10.0.0.6,200,92.11
10.0.0.6,200,134.18
10.0.0.6,404,92.14
10.0.0.6,200,87.91
10.0.0.6,500,50.8
10.0.0.1,200,160.44
10.0.0.6,200,74.94
10.0.0.6,200,143.6
10.0.0.1,200,36.25
10.0.0.6,200,118.05
10.0.0.5,200,64.43
10.0.0.6,200,21.68
10.0.0.6,200,150.84
10.0.0.6,200,65.04
10.0.0.6,200,68.36
10.0.0.6,503,180.13
10.0.0.1,200,103.64
10.0.0.2,200,52.19
10.0.0.6,200,110.47
10.0.0.6,200,62.4
10.0.0.1,200,42.3
10.0.0.5,200,60.57
10.0.0.3,200,31.57
10.0.0.6,200,17.47
10.0.0.6,200,60.59
10.0.0.4,200,73.96
10.0.0.1,200,21.65
10.0.0.6,200,22.75
10.0.0.2,200,91.56
10.0.0.3,200,176.23
10.0.0.1,404,34.27
10.0.0.6,200,107.99
10.0.0.2,200,13.06
10.0.0.5,200,15.84
10.0.0.6,200,186.25
10.0.0.1,500,28.93
10.0.0.6,200,14.74
10.0.0.6,200,10.34
10.0.0.2,200,32.26
10.0.0.6,200,99.87
10.0.0.6,200,14.86
10.0.0.6,200,16.18
10.0.0.6,200,89.58
10.0.0.6,200,117.11
10.0.0.6,200,171.23
10.0.0.3,200,143.41
10.0.0.6,200,16.7
10.0.0.6,200,57.38
10.0.0.6,200,31.03
10.0.0.2,200,168.99
10.0.0.6,200,102.25
10.0.0.2,200,24.4
10.0.0.6,200,49.03
10.0.0.3,200,81.75
10.0.0.5,200,96.15
10.0.0.6,200,144.68
10.0.0.1,200,69.45
10.0.0.5,200,67.82
10.0.0.6,200,62.89
10.0.0.6,200,46.62
10.0.0.6,200,49.32
10.0.0.3,200,75.68
10.0.0.6,200,89.0
10.0.0.4,200,220.52
10.0.0.6,200,88.46
10.0.0.6,200,79.17
10.0.0.6,200,92.18
10.0.0.6,200,77.7
10.0.0.6,500,74.82
10.0.0.5,200,22.25
10.0.0.4,200,245.49
10.0.0.6,200,33.62
10.0.0.6,200,26.94
10.0.0.6,200,22.69
10.0.0.1,200,47.7
10.0.0.4,200,81.44
10.0.0.6,404,85.07
10.0.0.6,200,63.32
10.0.0.4,200,35.76
10.0.0.6,200,83.63
10.0.0.1,200,34.29
10.0.0.6,200,39.55
10.0.0.3,404,334.72
10.0.0.6,200,135.02
10.0.0.6,200,57.22
10.0.0.6,500,121.79
10.0.0.6,200,2.83
10.0.0.3,200,5.87
10.0.0.5,200,126.09
10.0.0.2,200,149.81
10.0.0.6,200,69.92
10.0.0.1,200,19.74
10.0.0.6,200,125.77
10.0.0.2,200,36.72
10.0.0.3,200,31.06
10.0.0.6,200,68.0
10.0.0.2,200,68.69
10.0.0.4,200,216.55
10.0.0.6,200,62.06
10.0.0.3,200,118.61
10.0.0.6,200,79.72
10.0.0.1,200,150.03
10.0.0.6,200,9.66
10.0.0.6,200,17.68
10.0.0.1,200,154.41
10.0.0.5,200,136.1
10.0.0.5,200,95.18
10.0.0.6,200,90.14
10.0.0.6,200,127.51
10.0.0.2,404,34.42
10.0.0.1,200,27.09
10.0.0.6,200,39.96
10.0.0.2,404,54.94
10.0.0.4,200,48.96
10.0.0.6,200,68.42
10.0.0.3,200,33.28
10.0.0.1,500,128.45
10.0.0.6,200,153.74
10.0.0.6,200,83.52
10.0.0.6,200,109.49
10.0.0.6,200,18.67
10.0.0.6,200,198.03
10.0.0.6,200,17.84
10.0.0.5,200,55.64
10.0.0.5,200,59.82
10.0.0.6,500,27.79
10.0.0.6,200,153.98
10.0.0.3,200,21.69
10.0.0.2,200,145.04
10.0.0.1,200,85.83
10.0.0.5,200,65.38
10.0.0.2,200,123.37
10.0.0.4,200,88.37
10.0.0.5,500,31.1
10.0.0.6,200,42.28
10.0.0.6,200,82.76
10.0.0.6,200,11.74
10.0.0.3,200,45.08
10.0.0.2,404,89.7
10.0.0.6,200,141.47
10.0.0.6,200,24.38
10.0.0.2,200,43.76
10.0.0.5,200,49.86
10.0.0.1,200,2.56
10.0.0.3,200,40.72
10.0.0.6,200,301.8
10.0.0.4,200,115.83
10.0.0.2,200,67.94
10.0.0.5,200,31.95
10.0.0.6,200,98.45
10.0.0.1,200,127.84
10.0.0.1,200,44.88
10.0.0.6,200,129.27
10.0.0.5,200,2.53
10.0.0.6,200,113.79
10.0.0.3,200,101.21
10.0.0.4,200,179.79
10.0.0.1,200,131.81
10.0.0.5,500,6.9
10.0.0.4,200,14.26
10.0.0.6,200,33.44
10.0.0.6,200,22.78
10.0.0.2,404,63.05
10.0.0.3,404,30.5
10.0.0.1,200,63.5
10.0.0.6,200,170.29
10.0.0.6,200,63.03
10.0.0.3,200,82.81
10.0.0.6,200,48.43
10.0.0.6,200,152.64
10.0.0.4,200,126.47
10.0.0.6,200,21.71
10.0.0.6,503,8.11
10.0.0.6,200,109.19
10.0.0.6,200,80.05
10.0.0.1,200,12.98
10.0.0.6,200,102.28
10.0.0.6,200,52.24
10.0.0.3,503,25.13
10.0.0.6,404,24.69
10.0.0.6,503,16.47
10.0.0.6,200,59.61
10.0.0.2,200,84.12
10.0.0.1,404,83.12
10.0.0.6,404,129.85
10.0.0.6,200,16.28
10.0.0.6,200,93.08
10.0.0.4,200,83.11
10.0.0.1,200,115.24
10.0.0.3,200,122.77
10.0.0.6,200,61.34
10.0.0.6,200,174.09
10.0.0.6,200,57.14
10.0.0.1,200,22.58
10.0.0.2,200,28.13
10.0.0.6,200,54.98
10.0.0.6,200,49.95
10.0.0.6,200,10.05
10.0.0.6,200,47.93
10.0.0.5,200,167.53
10.0.0.5,200,110.4
10.0.0.1,500,25.87
10.0.0.6,200,92.72
10.0.0.6,200,124.48
10.0.0.3,200,58.98
10.0.0.6,200,95.81
10.0.0.6,200,69.14
10.0.0.6,200,99.65
10.0.0.6,200,49.76
10.0.0.4,200,42.51
10.0.0.6,200,25.25
10.0.0.4,200,28.99
10.0.0.6,200,107.76
10.0.0.6,200,19.57
10.0.0.6,404,100.75
10.0.0.2,200,49.8
10.0.0.6,200,175.73
10.0.0.4,200,6.93
10.0.0.6,503,67.04
10.0.0.6,200,39.38
10.0.0.4,200,6.93
10.0.0.6,404,69.37
10.0.0.6,200,69.11
10.0.0.6,200,75.04
10.0.0.4,200,38.72
10.0.0.2,200,47.48
10.0.0.2,200,12.07
10.0.0.6,200,22.69
10.0.0.6,200,32.11
10.0.0.6,200,15.83
10.0.0.2,200,69.04
10.0.0.6,200,117.89
10.0.0.6,200,111.41
10.0.0.6,200,56.19
10.0.0.4,200,2.65
10.0.0.1,200,30.48
10.0.0.6,500,19.75
10.0.0.2,200,19.18
10.0.0.4,200,38.89
10.0.0.2,200,341.5
10.0.0.4,404,77.28
10.0.0.6,200,65.76
10.0.0.4,200,9.1
10.0.0.5,200,34.16
10.0.0.5,200,108.48
10.0.0.6,200,39.22
10.0.0.4,200,88.67
10.0.0.6,200,164.26
10.0.0.6,200,99.22
10.0.0.6,200,105.71
10.0.0.2,200,34.54
10.0.0.6,200,20.55
10.0.0.6,200,67.45
10.0.0.6,200,132.38
10.0.0.2,200,21.93
10.0.0.5,200,69.56
10.0.0.1,200,136.43
10.0.0.2,200,30.99
10.0.0.6,200,82.47
10.0.0.1,200,113.56
10.0.0.3,200,47.17
10.0.0.6,200,121.85
10.0.0.3,200,232.82
10.0.0.6,404,66.78
10.0.0.6,500,91.48
10.0.0.3,200,152.12
10.0.0.6,200,73.33
10.0.0.5,200,43.33
10.0.0.2,404,31.41
10.0.0.6,200,85.66
10.0.0.6,200,90.87
10.0.0.6,200,63.77
10.0.0.6,200,51.41
10.0.0.6,200,16.62
10.0.0.1,200,25.73
10.0.0.6,200,39.75
10.0.0.2,200,169.27
10.0.0.6,200,116.0
10.0.0.1,200,126.82
10.0.0.6,404,5.39
10.0.0.6,200,45.43
10.0.0.6,200,63.43
10.0.0.3,200,21.9
10.0.0.6,200,104.48
10.0.0.3,200,225.25
10.0.0.6,200,118.07
10.0.0.6,200,42.96
10.0.0.6,200,44.85
10.0.0.2,200,63.04
10.0.0.6,200,66.79
10.0.0.6,200,148.38
10.0.0.6,200,93.04
10.0.0.4,200,108.89
10.0.0.1,200,68.69
10.0.0.5,404,25.62
10.0.0.6,200,47.38
10.0.0.6,200,16.82
10.0.0.6,200,36.65
10.0.0.5,200,123.21
10.0.0.6,500,46.98
10.0.0.2,200,218.21
10.0.0.3,200,154.65
10.0.0.3,200,43.3
10.0.0.6,200,99.6
10.0.0.1,200,95.88
10.0.0.6,200,27.06
10.0.0.3,200,116.83
10.0.0.1,200,58.76
10.0.0.6,200,57.74
10.0.0.6,200,79.53
10.0.0.6,200,2.6
10.0.0.5,200,53.48
10.0.0.4,200,45.21
10.0.0.6,200,35.92
10.0.0.6,200,192.47
10.0.0.6,200,76.06
10.0.0.6,200,10.48
10.0.0.6,200,163.04
10.0.0.6,200,150.65
10.0.0.6,200,72.22
10.0.0.5,200,179.32
10.0.0.2,200,75.61
10.0.0.4,500,36.06
10.0.0.3,200,81.4
10.0.0.3,200,177.26
10.0.0.5,500,7.24
10.0.0.2,200,54.99
10.0.0.1,200,22.05
10.0.0.4,200,35.48
10.0.0.1,404,141.03
10.0.0.3,200,55.1
10.0.0.2,200,123.75
10.0.0.5,200,133.58
10.0.0.2,200,71.57
10.0.0.6,200,36.22
10.0.0.6,200,54.8
10.0.0.5,200,39.28
10.0.0.1,200,91.69
10.0.0.6,200,152.11
10.0.0.6,200,134.68
10.0.0.5,200,5.31
10.0.0.2,200,61.38
10.0.0.2,404,74.64
10.0.0.3,200,134.03
10.0.0.6,200,84.97
10.0.0.3,200,68.94
10.0.0.6,200,102.08
10.0.0.6,200,82.41
10.0.0.2,200,2.24
10.0.0.6,200,62.21
10.0.0.6,200,76.37
10.0.0.6,200,8.26
10.0.0.6,200,40.27
10.0.0.6,200,74.46
10.0.0.6,200,15.63
10.0.0.3,200,101.92
10.0.0.2,200,121.81
10.0.0.3,200,10.04
10.0.0.2,200,57.92
10.0.0.6,404,11.42
10.0.0.6,200,63.94
10.0.0.6,200,19.2
10.0.0.1,200,21.15
10.0.0.3,200,164.48
10.0.0.6,200,19.94
10.0.0.3,200,16.58
10.0.0.6,200,80.18
10.0.0.2,200,45.77
10.0.0.6,200,32.38
10.0.0.2,200,13.58
10.0.0.6,200,20.32
10.0.0.6,503,161.66
10.0.0.3,200,44.76
10.0.0.1,200,70.78
10.0.0.4,200,59.32
10.0.0.2,200,7.04
10.0.0.6,200,24.13
10.0.0.3,200,156.99
10.0.0.6,200,125.0
10.0.0.2,200,197.21
10.0.0.6,200,14.06
10.0.0.1,200,135.19
10.0.0.6,200,91.02
10.0.0.4,200,26.49
10.0.0.1,200,61.97
10.0.0.6,200,22.21
10.0.0.6,200,83.98
10.0.0.4,200,36.38
10.0.0.6,200,19.12
10.0.0.6,200,37.65
10.0.0.6,200,95.69
10.0.0.6,200,44.65
10.0.0.3,200,77.85
10.0.0.3,200,77.68
10.0.0.6,200,47.7
10.0.0.6,200,11.29
10.0.0.3,200,103.15
10.0.0.1,200,52.82
10.0.0.3,500,39.46
10.0.0.6,200,52.38
